17207,"{{بصرة, 0.13043478260869565}, {كوفة, 0.8695652173913043}}"
26458,"{{بصرة, 1.}}"
32021,"{{كوفة, 1.}}"
34174,"{{بغداد, 0.28309409888357256}, {كوفة, 0.7169059011164275}}"
34374,"{{بصرة, 0.7777777777777778}, {جفر, 0.22222222222222224}}"
11,"{{كوفة, 1.}}"
1016,"{{كوفة, 1.}}"
1603,"{{كوفة, 1.}}"
2122,"{{كوفة, 0.7415300546448087}, {الري, 0.25846994535519124}}"
2288,"{{كوفة, 0.469292270299658}, {الري, 0.03647382391505964}, {بصرة, 0.2208257379513256}, {مكة, 0.16231891010265756}, {مرو, 0.047364802200262235}, {هراة, 0.025426140906328956}, {نيسابور, 0.03829831462470818}}"
2370,"{{كوفة, 0.3539823008849557}, {بغداد, 0.3849557522123894}, {كرمان, 0.26106194690265483}}"
3044,"{{كوفة, 0.7116512992455993}, {الجزيرة, 0.28834870075440067}}"
3795,"{{بصرة, 0.7895513992406131}, {واسط, 0.21044860075938684}}"
4041,"{{كوفة, 1.}}"
4128,"{{واسط, 0.412828947368421}, {بغداد, 0.5871710526315789}}"
4587,"{{المدينه, 0.7440191387559808}, {بغداد, 0.25598086124401914}}"
4667,"{{كوفة, 0.9999999999999999}}"
4716,"{{كوفة, 0.1810298469534138}, {بصرة, 0.18772922148718324}, {مرو, 0.3895740599562255}, {مصر, 0.0797297297297297}, {صنعاء, 0.05160711211666625}, {دمشق, 0.05101607521989686}, {حمص, 0.0351498905639033}, {حلب, 0.024164063972981167}}"
5702,"{{اليمامة, 0.3686274509803922}, {بصرة, 0.6313725490196078}}"
6021,"{{اليمامة, 1.}}"
6103,"{{كوفة, 1.}}"
7057,"{{كوفة, 1.}}"
7433,"{{كوفة, 1.}}"
7756,"{{المدينه, 1.}}"
32923,"{{كوفة, 0.8928571428571428}, {طاحية, 0.10714285714285714}}"
13,"{{كوفة, 0.27192982456140347}, {عسقلان, 0.1162280701754386}, {المدينه, 0.3399122807017544}, {مكة, 0.27192982456140347}}"
530,"{{المدينه, 1.}}"
784,"{{القدس, 0.22290388548057252}, {الرملة, 0.21370143149284251}, {دمشق, 0.5633946830265847}}"
823,"{{المدينه, 0.5108089260808926}, {بغداد, 0.4891910739191074}}"
952,"{{المدينه, 0.5157232704402517}, {اليمامة, 0.270440251572327}, {الحجاز, 0.21383647798742134}}"
953,"{{المدينه, 0.4928825622775799}, {حمص, 0.21174377224199284}, {دمشق, 0.295373665480427}}"
2514,"{{كوفة, 0.8942307692307693}, {حلوان, 0.10576923076923078}}"
3285,"{{المدينه, 0.43061674008810574}, {مصر, 0.5693832599118943}}"
3570,"{{بصرة, 0.792997542997543}, {القيس, 0.207002457002457}}"
3974,"{{كوفة, 1.}}"
4834,"{{المدينه, 1.}}"
5270,"{{بصرة, 1.}}"
5362,"{{مصر, 1.}}"
5896,"{{بصرة, 1.}}"
6155,"{{كوفة, 1.}}"
6811,"{{كوفة, 0.2616433504515673}, {المدينه, 0.3659465202762532}, {الجزيرة, 0.09553745351514079}, {الري, 0.13910040729590942}, {بغداد, 0.13777226846112983}}"
6997,"{{حران, 1.}}"
7172,"{{المدينه, 1.}}"
7187,"{{المدينه, 1.}}"
7755,"{{المدينه, 0.6450742240215924}, {الربذة, 0.3549257759784075}}"
8366,"{{مصر, 1.}}"
30641,"{{دمشق, 1.}}"
14,"{{بصرة, 1.}}"
1494,"{{بصرة, 1.}}"
1716,"{{بصرة, 0.598293113596233}, {مرو, 0.4017068864037669}}"
2625,"{{بصرة, 1.}}"
2969,"{{بصرة, 0.47284517697919476}, {بغداد, 0.5271548230208052}}"
3585,"{{بصرة, 0.6499768554235457}, {أصبهان, 0.3500231445764542}}"
3681,"{{بصرة, 0.9999999999999999}}"
4207,"{{بصرة, 1.}}"
7103,"{{بصرة, 0.6541666666666667}, {بغداد, 0.3458333333333334}}"
8160,"{{كوفة, 1.}}"
8271,"{{بصرة, 1.}}"
8418,"{{بصرة, 1.}}"
17,"{{المدينه, 1.}}"
118,"{{المدينه, 1.}}"
2655,"{{كوفة, 0.77}, {الحجاز, 0.23}}"
2996,"{{دمشق, 0.08250497017892643}, {كوفة, 0.9174950298210734}}"
3151,"{{المدينه, 1.}}"
3629,"{{كوفة, 0.8163930838257814}, {واسط, 0.1053622236813309}, {مكة, 0.07824469249288689}}"
4098,"{{المدينه, 1.}}"
4798,"{{المدينه, 1.}}"
4903,"{{المدينه, 1.}}"
5062,"{{المدينه, 0.7043121149897331}, {الحيرة, 0.29568788501026694}}"
5974,"{{المدينه, 0.6542145593869729}, {مصر, 0.11973180076628352}, {دمشق, 0.22605363984674332}}"
5985,"{{كوفة, 1.}}"
6659,"{{المدينه, 1.}}"
7252,"{{المدينه, 0.8460490463215259}, {كوفة, 0.1539509536784741}}"
7272,"{{المدينه, 0.7103204172876304}, {دمشق, 0.2896795827123696}}"
7863,"{{المدينه, 1.}}"
7872,"{{الحجاز, 0.42}, {مكة, 0.58}}"
8208,"{{المدينه, 0.3854968359842657}, {بصرة, 0.4983752351633317}, {اليمامة, 0.11612792885240297}}"
25287,"{{دمشق, 0.5714285714285714}, {البحرين, 0.42857142857142855}}"
32113,"{{المدينه, 0.7258064516129032}, {بغداد, 0.27419354838709675}}"
18,"{{بصرة, 1.}}"
